Atmospheric Density,Surface Temperature,Gravity,Water Content,Mineral Abundance,Orbital Period,Proximity to Star,Magnetic Field Strength,Radiation Levels,Atmospheric Composition Index
0.4164827,-3.0220428,1.9940807,-0.5183797,1.7540926,-0.49226636,1.250512,Category_14,Category_7,0.8945569
-0.0064578503,3.804845,2.3248177,-0.33413553,0.7578817,-0.955882,-1.0801425,Category_8,Category_7,-1.55771
-2.379808,1.6416272,1.440438,-1.3887517,-1.2163976,1.0803936,0.75078326,Category_10,Category_9,-2.1585314
-0.87950885,-1.512168,0.5421548,-2.5630226,1.1846164,0.913789,-0.30366626,Category_5,Category_9,0.9912845
-0.5190704,2.7886584,-0.99014544,-1.4145756,-0.5996682,0.05158689,-0.1011074,Category_12,Category_8,-0.6043537
4.626884,-0.6531313,1.9927143,-0.22727233,-4.2312613,-0.69397324,1.2738625,Category_8,Category_15,1.0380768
-3.9259238,-2.2475812,0.8641982,0.15502419,-0.2750838,1.392547,0.65957403,Category_9,Category_11,-0.34991923
0.7530479,-2.4814482,-0.26710123,1.958869,2.7889962,2.821179,3.274957,Category_10,Category_8,1.9671993
2.1978695,-2.5103714,2.3629456,-0.37075675,1.7389072,-0.9120254,1.6332562,Category_16,Category_8,1.3343077
-1.9142767,1.3619109,1.761298,-0.963203,0.49049878,-0.0747778,-1.3346118,Category_8,Category_10,-3.1428423
-2.2807622,0.72287667,1.3866111,-0.6761643,-0.5046475,2.4887598,0.1744132,Category_8,Category_10,-0.19173174
-0.19642758,-1.615099,1.5681816,-1.5614916,1.3871467,-0.69863534,-0.31283745,Category_7,Category_7,0.6125134
-0.88784486,3.306867,0.55252665,-2.1738567,0.49791664,0.26953408,0.28620732,Category_10,Category_8,-2.0167556
2.8553653,-1.1586565,2.4501197,0.3672802,-2.707445,-1.6809691,0.065712474,Category_10,Category_16,0.25958836
-3.549194,-2.0926542,0.5388333,0.76822203,-0.7461058,1.8619639,-0.90958226,Category_9,Category_11,-0.06649099
-0.13183454,-0.6415095,0.14965098,1.486944,1.1233814,0.08543425,-0.34392297,Category_7,Category_12,3.0587442
2.8409362,-3.1197724,1.7544839,-2.1681504,1.175536,-0.4592812,-0.6778161,Category_14,Category_7,0.52223074
-0.7035081,1.6624308,3.0276952,1.0979686,1.2471933,0.19709809,-1.6567606,Category_11,Category_10,-2.1766055
-1.9157932,-0.97570163,1.9558115,1.7788763,-1.6169007,0.21966672,-0.95288247,Category_10,Category_10,-0.71191907
3.012654,-0.9764362,2.0023575,2.2546854,0.01945984,-1.9124247,0.77677584,Category_4,Category_11,-0.01711803
-2.0363088,1.1310321,0.78912556,-0.3320337,-0.5623419,2.7840033,0.2502292,Category_8,Category_9,-0.25015533
-0.8353444,-1.3003286,1.3792489,-2.735805,1.1665905,0.71193945,-0.2991072,Category_6,Category_7,1.2099234
-0.4603263,3.8123374,1.1620736,-0.9778644,-0.35119247,-0.32353553,-0.05404225,Category_8,Category_8,-0.25647652
-0.7897488,-1.4545106,-1.0987552,-1.700216,1.5250242,0.47621667,-0.014909409,Category_8,Category_8,1.9379673
-1.302553,-1.4179865,0.28531677,-2.7257187,1.0855068,-0.2594483,-0.6322688,Category_9,Category_8,0.120634615
-2.6914947,0.058818817,0.93857497,0.011327062,0.80198586,-0.077924445,-2.0638046,Category_8,Category_12,-1.9890518
-2.4960024,1.8716538,0.82315934,-1.1964269,-1.1444031,1.9103209,1.3198209,Category_10,Category_8,-1.0963645
-2.1491208,-2.4175663,1.7829887,-0.40904215,1.0558856,0.12725537,0.79175526,Category_8,Category_7,1.1809028
1.5618178,-0.15360141,2.2937999,1.7551913,-0.5032393,-1.6166173,0.31548434,Category_7,Category_10,-0.024514996
0.35950458,-1.7635816,3.7667859,0.6014707,2.2362356,0.9760247,-0.53178966,Category_16,Category_8,0.90290886
-3.5774863,-0.5758587,0.49297476,0.017109502,0.1851236,1.2081587,-0.89684665,Category_12,Category_11,-1.1193534
5.424631,-0.7616632,3.0895722,-2.0232098,-4.2524147,-0.8600931,-0.23373264,Category_10,Category_12,0.7536976
1.230376,4.3068824,2.560745,-0.93122107,0.36218667,1.0025322,0.5548318,Category_9,Category_9,0.5702424
-0.4755779,3.6028914,1.4171603,-2.164703,-1.7399603,1.4454069,2.0224957,Category_13,Category_8,-1.6685941
-3.662443,-2.2865162,1.2148442,0.2445296,0.4710714,2.4811826,-0.2930628,Category_9,Category_12,-0.46621245
0.15945423,4.4459486,0.41019052,-2.4968548,0.999435,-0.18015075,-0.08450094,Category_9,Category_10,-0.38814288
-0.6237557,-2.243654,0.48905587,-2.9903495,0.23920108,-0.38579217,0.20599857,Category_12,Category_6,-0.08550744
-2.0754747,-1.5766816,1.5997251,-1.0593871,0.25625363,0.6117969,-0.41420946,Category_6,Category_8,0.12237218
-1.0593637,2.4882078,1.768781,-0.7534061,1.3256537,0.5939092,-1.6243254,Category_7,Category_9,-2.893739
-2.3932452,1.966138,1.2079364,-1.2715731,-1.0841887,1.9320736,1.2793968,Category_10,Category_9,-1.4088413
0.34645832,-1.7182842,3.1104846,-0.61380583,0.5801954,1.1104434,-0.85077566,Category_15,Category_7,1.1198252
4.1785717,-1.7570063,2.6013024,-1.7967484,-3.357696,-2.4544373,-1.0686593,Category_9,Category_12,0.5657866
0.14329687,3.2765157,-0.37363818,-0.80363315,0.73638463,0.21359864,-0.6023058,Category_8,Category_7,-0.06251784
-3.7907386,-2.655843,0.47646314,0.5073901,-0.9277905,0.69236064,-0.19544935,Category_8,Category_12,0.026374549
0.49545047,3.7511005,1.630932,0.06624353,0.64371383,-0.05265014,-1.7481031,Category_7,Category_10,-2.279452
-2.2106538,-1.275809,1.6674759,1.3580656,-1.0113298,0.1584034,-0.66415954,Category_10,Category_10,-1.0180721
-1.75119,1.5964401,1.7704501,-1.524223,0.28264463,-0.3206,-0.54059666,Category_9,Category_9,-3.8281195
3.269452,-0.63166124,1.3870429,0.7493748,0.45780724,-3.224647,0.52061653,Category_7,Category_10,-1.4438665
1.91413,1.4298543,2.0791562,0.5152126,2.6857183,0.48328388,-0.38919947,Category_7,Category_14,1.960555
5.3310065,-1.8050601,1.7517294,-2.5837016,-3.4242663,-1.573971,-1.2757657,Category_8,Category_13,0.44325447
4.205342,-0.946459,2.850955,0.79998106,1.6538028,-1.734981,0.21370797,Category_7,Category_14,-0.24652302
2.2373571,1.2216285,4.1881695,0.37314647,0.79780424,1.4381903,1.0107359,Category_12,Category_9,1.9092426
-3.1746624,-2.8477287,1.3826226,0.6303249,1.0975103,1.5026686,-1.1797032,Category_10,Category_13,1.1272343
-2.6686559,-3.3452485,1.6731842,-0.070655145,1.5253503,1.7990232,-1.6417911,Category_11,Category_14,0.24203978
-3.3422275,-2.9050524,1.3714255,0.46455675,0.95012414,2.3744836,-0.48357993,Category_10,Category_12,0.06512575
-3.2804096,-1.5895082,1.5239228,0.04873694,0.99539965,3.5214782,-0.74156165,Category_10,Category_11,-0.5878274
-1.5865674,2.7041683,1.0145507,-1.4791169,-1.5096432,1.7074724,1.254771,Category_12,Category_10,-2.189247
3.1216128,-0.08056102,3.718183,0.9019656,1.3119222,2.6190743,1.599043,Category_12,Category_7,1.8584516
-1.6103104,2.774969,1.3803948,0.51384634,0.25873923,1.1480999,-1.8179398,Category_8,Category_8,-1.7993972
0.66923004,3.7773921,0.37294093,-1.297852,-2.4177265,-1.3407909,0.011203989,Category_13,Category_10,-1.0076288
-0.8659474,-2.0206728,2.738337,-2.4007459,-1.330714,-0.11790699,-0.41417786,Category_8,Category_10,0.15372577
1.4739836,-0.68533546,3.4822488,-0.795932,1.7126575,1.9602005,1.433043,Category_13,Category_7,2.0224845
-1.2244912,2.3470085,2.8159392,-1.4976239,1.62369,-0.1561601,-0.30220485,Category_10,Category_11,-1.4010756
-1.5887303,2.7278128,1.730417,-0.39135286,0.7324033,0.47910917,-1.2688065,Category_6,Category_8,-2.030431
-0.38846675,-0.87967443,3.6019094,-1.4053324,-1.3037258,-0.067085974,-0.23450346,Category_10,Category_13,-0.5302843
-0.6206148,0.62899864,1.5908692,-2.70755,0.44961265,0.3829928,0.68495893,Category_6,Category_8,0.050750732
0.16848552,3.935716,1.9856237,0.4771859,1.3503683,1.7079033,-0.77925515,Category_7,Category_9,-1.8490942
2.873209,0.5700589,4.2666507,0.66635364,0.96629107,1.4058882,1.1006457,Category_13,Category_10,1.4024906
-0.0686763,3.837638,2.6833498,-1.3844857,0.5815015,0.6868617,-0.3423981,Category_8,Category_10,-1.1909474
-1.5971822,2.593806,1.8873322,-1.5764422,-1.2064203,1.8976278,1.072591,Category_11,Category_8,-2.094836
3.480894,-2.2513742,1.9838562,-1.1128024,-2.322109,-1.0617869,-0.64562833,Category_9,Category_16,0.7895369
5.09461,-1.0403547,3.0520923,-1.9699478,-3.3892534,-1.55938,-0.39579755,Category_9,Category_9,1.0544575
-1.7107015,2.0247927,1.6095898,-1.4923388,-0.9506239,2.37747,1.2259206,Category_9,Category_9,-1.5262859
-1.8156558,-0.24696466,2.1494975,0.5920104,-1.7725356,-1.1034358,0.22148822,Category_11,Category_10,-0.16084772
-3.295271,-2.6203735,1.0893934,0.7001697,0.2868333,2.5899556,-1.7161437,Category_9,Category_12,0.35893768
-3.6035504,-2.6528492,0.4554998,0.5419428,-0.40151978,1.6246985,-0.9840549,Category_9,Category_12,0.21106479
-1.7243215,2.6718154,0.7320504,-1.2615693,-2.1175008,0.035417646,1.417937,Category_12,Category_8,-1.3872707
2.179045,-0.13191284,1.6605399,1.9881716,0.9126013,-2.8502884,0.29871115,Category_6,Category_10,-0.8173705
2.3143833,0.5241297,3.1695364,2.2342675,-0.6054394,-2.6747758,1.6905124,Category_7,Category_11,-0.44469908
3.7566001,-0.500968,0.5927098,2.6448607,0.45586246,-0.40211564,1.5584943,Category_3,Category_9,-0.53346413
0.15664323,-2.6283576,0.31137314,-1.820523,1.5492468,-0.8443281,-0.7208063,Category_10,Category_6,2.1559145
0.4214461,-1.2392286,1.7934583,1.413707,2.3806412,2.2450273,-0.24670236,Category_9,Category_4,2.6174905
0.7959036,-0.4140534,3.4454496,0.7079457,2.703836,2.3341343,-0.1024728,Category_11,Category_7,2.8780067
-2.4219592,1.1582438,1.261252,-0.7499534,-0.96686673,1.3767754,0.14397898,Category_10,Category_11,-2.5791833
-1.3740993,2.4245148,1.6650186,-1.9217929,-1.2410437,1.6552492,1.5264927,Category_10,Category_9,-2.2256951
0.48518088,3.5554903,1.7303706,1.1983514,0.79091734,1.6576394,-0.67280143,Category_7,Category_8,-1.5040331
5.7186365,-0.69548357,3.6915612,-1.3463659,-3.7977347,-1.2248071,-0.08903489,Category_9,Category_12,1.1155605
1.8053224,0.2269443,2.9669504,0.88713485,1.7917124,2.0064564,1.4511439,Category_10,Category_10,2.7684305
-1.4032493,1.835468,2.3172977,1.3943138,0.08308716,1.2589403,-1.4962313,Category_8,Category_8,-1.8911251
0.7185374,-0.16305977,2.5204625,0.08118522,1.8998365,2.6818807,0.89177066,Category_11,Category_7,1.5806884
-3.566375,-2.7436068,0.50141996,0.98560303,-1.14818,0.9558961,-0.5655595,Category_9,Category_11,0.3529437
-0.14785153,-0.54509485,0.3797831,-2.6159375,1.1684349,1.3394061,-0.5825336,Category_4,Category_10,1.668262
-1.7917438,2.7921581,0.5994307,-1.2221147,0.11437591,0.20125899,-0.08356431,Category_7,Category_9,-1.1251495
1.5871066,-1.1667181,1.7940623,0.8126296,0.9605509,-3.5232496,-0.13548811,Category_10,Category_11,-0.8806657
-2.854131,-2.917369,0.8731195,0.65519977,0.4103548,2.311135,-2.0627575,Category_10,Category_12,0.9713863
5.8169837,-2.051463,3.2327921,-2.1884184,-3.1336083,-2.1839364,-0.98690295,Category_9,Category_12,0.6655615
-1.4539797,-0.014220035,2.3553371,1.7282009,-1.6005763,-0.41590995,-0.9245767,Category_9,Category_12,-0.46985736
-0.54033774,3.468328,1.7692472,-0.840327,-0.22124453,-0.45889372,-0.8485773,Category_10,Category_9,-1.1891497
3.9608781,-0.8341313,1.227484,1.848388,0.3674441,-1.0482969,0.24152492,Category_4,Category_9,-0.31550658
-1.6231257,2.6858797,0.05694782,-2.3376956,0.007618796,-0.42155752,0.3254554,Category_9,Category_9,-1.4241382
-0.76024365,-1.0115347,1.5105973,-3.7105317,0.39332038,0.16703102,-0.65869755,Category_8,Category_11,1.2409849
6.126395,-1.1058359,2.5757868,-1.3545055,-3.166665,-1.444725,-0.8958266,Category_7,Category_7,0.61690146
0.40694147,-0.90749294,3.9359694,0.44505385,0.25198424,1.1721845,-0.47418374,Category_15,Category_9,0.9700399
4.3916187,-1.2243421,1.7795494,-2.2209513,-3.2455165,-2.2928042,-1.5737879,Category_8,Category_14,0.3968834
0.014466889,0.038622633,1.1378415,-3.2249296,1.3192366,1.1374168,-1.3041776,Category_6,Category_7,1.8394063
2.7481563,-3.081665,1.3581508,-0.022250533,2.44615,-0.5125649,0.42908865,Category_14,Category_8,-0.6704371
-1.8230511,1.8225245,1.1801829,-2.0192184,0.27721804,0.037144035,-0.30889726,Category_7,Category_9,-2.2702944
2.56089,-0.47953296,1.7501384,1.8054249,0.8406669,-2.55843,0.47112226,Category_8,Category_10,-0.49262455
-0.8208326,-1.4160286,2.4885077,-2.1338162,0.49946415,1.3969558,-0.73337966,Category_10,Category_8,-0.81931466
4.0626674,-1.0385996,1.3550696,-1.7803812,-4.2338257,-0.6427157,-0.55176955,Category_8,Category_12,0.8449861
-3.4678876,-3.0338585,1.174607,0.6378018,-0.83243454,0.8465545,-0.16652133,Category_9,Category_12,0.13305207
0.2850022,-4.6613984,0.2624168,1.514282,2.6527514,2.0169044,0.23775105,Category_11,Category_8,0.24785733
1.8035759,-2.8132937,-1.5266334,-2.105781,2.6298745,0.45089158,-2.8215141,Category_14,Category_6,-0.9044893
-0.4140463,2.5676286,-1.8474131,0.7812029,0.756405,0.4638633,-2.8596187,Category_14,Category_9,0.68921554
2.7192583,-0.7060882,-1.722956,-2.1772773,-1.5618149,-0.44017327,-0.7347823,Category_10,Category_14,-1.36972
2.6684942,1.5506862,0.641765,4.2006354,-1.2513201,0.63355696,2.127213,Category_6,Category_7,-0.32722378
-1.9155804,1.6969253,-0.13984741,-0.7025748,-0.18012175,2.408348,2.0038457,Category_10,Category_6,-1.5947785
1.6065383,0.044230256,3.0061283,0.6911829,-3.1627162,-1.049746,-0.58895683,Category_10,Category_15,0.7047684
-3.8796434,-2.1542623,0.63323647,0.44419378,-1.5846046,0.11185574,0.7018072,Category_8,Category_11,-0.2886301
-0.492338,-4.4890347,-2.7461028,0.70021766,0.6862694,0.6039708,0.9096265,Category_10,Category_11,0.13850267
1.0604522,-2.9966066,-0.42044592,-1.8421626,-0.05350046,-0.71533984,-0.47245342,Category_18,Category_6,-0.54401946
-0.9786382,3.087093,0.592535,-1.729337,0.7163001,-0.51143056,-0.70901465,Category_11,Category_11,0.28406563
1.1159011,0.06525354,-1.2638047,-2.5690365,-0.6878947,-1.0986465,-1.7172966,Category_7,Category_10,0.28892764
2.898913,2.6062064,-0.3399929,4.503018,-0.6527318,-0.5282035,1.3983039,Category_8,Category_8,-0.4518282
-2.1248257,2.0356314,-0.40099162,-0.924363,-1.2647785,-0.20578238,1.5526382,Category_9,Category_6,-0.5627395
0.23462135,-0.7801798,0.36907598,0.09740484,0.8239178,-0.21799928,0.111237764,Category_9,Category_5,0.16578542
-0.79984874,2.133647,1.0330563,-1.9265518,-0.60321647,-0.6921366,-1.0240921,Category_9,Category_7,-1.6238009
0.19518995,-0.784173,1.0678478,-0.1275602,-3.0016866,0.93047684,0.16612886,Category_10,Category_13,0.3209536
-3.1815183,-1.7929674,0.5089353,0.8011782,-0.44612,2.37885,-2.1611984,Category_9,Category_10,0.20130911
1.2714151,-3.4148703,0.9880396,1.0560548,0.2360836,1.4885848,-1.9519295,Category_12,Category_7,-0.090497635
0.45957157,-1.4818758,-1.0849624,-1.9402949,1.1361526,0.8411133,-2.7945035,Category_12,Category_4,0.18959513
-0.3793184,3.2392855,-1.9833645,0.57947534,0.8463625,0.4431264,-2.0381932,Category_13,Category_8,0.45468357
0.31301767,0.12106833,0.37307882,-1.3066616,-1.1986089,-1.7773037,-0.2764993,Category_12,Category_10,0.5837039
1.9660374,1.5782081,-0.1383225,3.6578262,-0.29498783,-2.2109075,1.0288485,Category_6,Category_6,-0.8545821
-0.8718948,2.5023777,-0.8643393,-0.19193846,-1.679524,0.48357034,1.4000903,Category_13,Category_6,-1.0587739
-0.03527002,-1.3434274,-0.32564276,0.3762198,1.5395952,-1.4455787,-0.23839492,Category_9,Category_5,0.8240788
-0.87688327,0.73392296,0.9432173,-2.338129,-1.2181947,-0.29544777,-1.0633817,Category_7,Category_8,0.010515869
-1.0092478,2.8365514,-2.3582041,0.45130092,0.93846285,0.024681613,-1.603938,Category_10,Category_10,1.4190404
-0.15054645,2.3143482,0.09720579,0.29317153,-0.46140206,-0.5351349,0.23534387,Category_4,Category_7,0.07700443
-0.17698516,3.51075,-0.75252366,-1.8340287,-0.6090205,-0.19005314,1.4874852,Category_9,Category_5,-0.23259826
-1.0057414,2.8330193,-1.1689045,0.33151653,1.1034707,0.24523145,-1.5358776,Category_9,Category_8,0.9623724
-0.1919899,3.6133075,-2.0793986,-0.7375132,-1.3620243,-0.2693786,1.1293318,Category_17,Category_8,1.070261
-1.2359248,2.6583226,-1.63578,-0.84544814,-0.98460114,-0.17756374,1.7380888,Category_13,Category_6,0.1580872
-0.56062937,-1.7321728,-1.6927558,-2.6250067,1.3566905,0.20780674,-1.5278138,Category_9,Category_8,1.133804
-1.8663216,1.2282901,-0.98503655,-1.4450332,-0.08175671,-0.62096757,0.08745578,Category_9,Category_7,-0.6958246
-0.3938654,1.7444205,-0.55760086,-0.24493867,0.39503512,0.46287158,-0.024979353,Category_5,Category_6,-0.3234778
-0.70468897,0.44564748,-0.2724374,-0.014914155,0.5727588,0.6571647,0.060231213,Category_7,Category_6,-0.00416369
0.051792018,-2.1633337,-2.4807336,-1.7903485,0.74942577,-0.21226506,-1.8423475,Category_10,Category_8,0.9428327
-3.7059884,-2.3742855,0.576874,0.58961415,-1.5638968,0.17590347,0.7022736,Category_8,Category_10,-0.30924952
1.0903193,-0.8768996,-1.7127258,-1.5369611,-1.7063287,-1.0066005,-1.3236911,Category_7,Category_9,-0.7092511
0.061114132,0.126955,0.13168094,-0.40443388,1.4719846,-0.0641888,0.08697054,Category_5,Category_5,0.46493226
1.0864727,-3.6083517,1.3899585,1.1028528,1.5139424,2.3529603,-1.6134579,Category_11,Category_6,0.08078201
-1.5921444,1.47546,0.3535102,0.024442151,-0.5913353,2.6249285,1.2778195,Category_9,Category_6,-1.2867771
2.1656969,2.0857065,-1.4516582,3.493564,-2.03209,1.2711756,-1.7327238,Category_11,Category_9,0.30900282
-1.9527493,-2.3114493,-0.7877588,1.902237,0.95608175,1.1009951,0.38037324,Category_9,Category_9,0.5310887
-3.6816385,-1.7153766,0.4326483,1.0170512,-1.6726048,0.91493607,-0.25516468,Category_9,Category_10,-0.4135663
-0.9719065,0.5963354,1.4931779,-1.298974,-1.0934601,-1.2852281,-1.3003445,Category_11,Category_10,-0.2985653
1.727163,2.747752,-0.5406172,2.3142345,0.29343253,-0.29595673,-1.7221417,Category_10,Category_7,-0.49898824
0.6345181,0.3106095,-0.78068304,-2.716748,-0.93192226,-1.291683,-2.1388972,Category_9,Category_10,0.3176435
0.34835768,0.08330509,-0.6147463,-2.634088,-1.0642768,-1.4531904,-1.5925728,Category_10,Category_8,0.9456807
-0.6703476,0.388026,1.0749667,-0.8315362,0.9965373,0.40625292,0.9316182,Category_3,Category_6,-0.8322567
0.9607689,0.973076,-0.51553226,3.3401198,-1.4913234,-2.0837357,-0.7291111,Category_9,Category_7,-0.15053436
-1.4256153,2.4492083,-2.535195,0.790467,0.52850604,0.52314556,-1.1682333,Category_11,Category_9,0.60752845
2.485999,2.1408224,-1.3356053,3.0913246,-0.2352658,1.9350861,-0.67263335,Category_15,Category_9,0.057034552
0.88957345,3.2683983,-1.1100208,2.3877943,1.3184363,2.1193254,-1.8870046,Category_13,Category_9,1.1443977
-3.4356794,-0.75977355,-0.66722935,0.26490262,-1.8572577,-0.8358744,1.2011762,Category_7,Category_7,0.08114294
-1.2640542,0.008247964,-0.39474797,0.41440266,0.60253394,0.22559571,0.5554459,Category_8,Category_5,0.12183868
-1.4858731,0.9158895,1.2815577,0.11875956,-0.8525894,2.7228842,0.20555824,Category_9,Category_6,-0.4921904
2.9357588,-1.4762213,-1.42308,-0.2964365,-0.59271526,-1.0772806,0.44604433,Category_10,Category_9,0.0344392
1.0838071,-0.37207317,0.098606616,-1.6053312,-0.78467214,-2.4054735,-0.61774915,Category_11,Category_10,0.40635258
-3.7802448,-2.751246,1.1955771,0.66884404,-0.83116734,0.43410644,0.6882569,Category_8,Category_12,-0.04634326
0.9877934,0.10423788,-0.65850437,0.85024154,0.9588851,-1.2175034,-0.7927515,Category_9,Category_6,0.116627075
-0.1773229,2.186173,-2.4496996,0.19053327,-0.54252774,-0.5163726,-1.1245266,Category_11,Category_9,2.0093286
-3.879463,-1.49861,0.059092212,0.122302316,-1.6561671,0.4132253,0.7671167,Category_8,Category_10,-0.26683685
-0.31825012,-0.7336628,-0.9264176,-2.4228227,2.087976,1.1171051,-1.9770442,Category_8,Category_4,0.6616156
0.6531331,1.324551,1.088946,2.1789913,0.06688669,-3.4068208,0.7651431,Category_9,Category_6,-1.0024257
-0.48975623,-0.8158549,-2.5313835,-2.032501,2.245898,0.9604324,-1.7840856,Category_9,Category_7,0.7955772
-1.1684842,-1.5486466,-2.721111,-1.2409539,0.4163494,-0.74244493,-1.5162554,Category_10,Category_10,0.72373044
-0.020956554,-3.9761593,-0.20547503,2.760184,1.4528657,0.6416818,0.55085045,Category_11,Category_9,0.683606
-0.94538623,-3.294642,-1.1350747,-0.0726555,0.8046634,1.9296695,-1.697544,Category_9,Category_7,0.09554194
2.6162508,1.7203337,-0.51181126,4.182891,-1.624971,-1.0204973,0.591888,Category_9,Category_8,-0.15134361
-0.925695,2.3604324,0.35229662,-1.6363345,0.35611156,-0.14338017,-0.19784681,Category_7,Category_5,-0.98843056
0.13685933,2.644862,-1.666331,-0.8948313,0.6107087,-0.4409375,-1.2387699,Category_10,Category_9,0.743305
2.978975,0.8584167,-0.808805,4.4894333,-2.5755723,-0.46670657,0.97203904,Category_9,Category_9,0.40096545
0.34872448,1.5177323,0.29970476,-1.3815562,-1.5479113,-0.16577166,-0.8054691,Category_10,Category_9,0.9748746
0.11737897,0.6063622,0.8860208,-1.0388644,-1.4973723,-1.1373557,-1.2952498,Category_10,Category_10,0.6681862
0.096648656,-2.005017,0.38279974,-1.683651,1.0286381,0.095057726,-2.454786,Category_11,Category_5,0.3558535
-0.11327848,-1.4408927,0.67984056,-0.56965286,1.137304,0.5793983,-2.193033,Category_11,Category_5,-0.15174866
-0.04934288,0.101375476,1.1795175,-0.712731,0.90835124,-0.27203634,-0.06730362,Category_5,Category_6,-0.1320213
-3.5716102,-3.1840386,1.1542395,0.014564756,-0.5095544,0.47560695,0.7935462,Category_8,Category_12,-0.029838324
-0.33978727,0.5284121,0.47110108,1.7344832,-0.9202859,-3.1085033,0.05606832,Category_9,Category_6,-0.4318613
-1.0854678,-1.1631825,1.3003596,-3.00976,-1.3698108,-1.219155,-0.25621092,Category_11,Category_7,1.2338568
1.4855411,1.4674468,-0.054231316,4.1101575,0.0015657805,-1.0461817,1.2800324,Category_5,Category_7,-1.4275616
-1.0786953,0.13167621,0.22846061,-0.4101709,0.26598698,0.29267776,0.5475014,Category_5,Category_5,-1.4301635
-3.4388876,-2.7089417,0.35993683,0.9369914,-1.4244745,0.45194134,-0.630488,Category_9,Category_11,0.21622956
-0.3947446,3.227891,-0.24091,-1.5271997,1.2321724,-0.43678674,-0.985318,Category_8,Category_6,0.49545905
-2.7696917,1.8734504,-0.46837375,-1.0095985,-0.63110614,1.0215598,2.5901587,Category_9,Category_8,-0.2578258
2.2626297,1.9101334,0.226553,4.2841516,-0.95624065,-1.298633,1.0044104,Category_8,Category_8,-0.48684302
-0.9226009,-0.033951096,-1.1900866,-0.20583595,1.1601702,0.12953691,-0.6477294,Category_9,Category_6,0.023523346
-1.4308001,-0.8643419,0.61602414,-0.64120835,0.3151066,1.2125015,-1.7206484,Category_10,Category_3,-0.79694504
-1.5690315,1.7140355,0.12925601,-0.23068814,-1.2797301,1.1793771,1.5636743,Category_14,Category_6,-1.4927593
-1.3277322,2.432113,-2.3550072,0.101587534,0.14214769,-0.0012432933,-1.0725095,Category_11,Category_8,0.43110818
-2.2190688,2.116268,-0.8187113,-0.378838,-1.2802099,0.19389518,1.43655,Category_11,Category_6,-0.81098896
3.6863444,-1.0707012,0.116584554,0.7708173,-3.8578525,-0.027533658,0.16117954,Category_4,Category_8,1.2894772
-1.2053552,2.6458905,-0.76492333,-1.7645655,0.44827202,0.37342173,0.19083306,Category_9,Category_7,-0.57431245
1.040943,0.649195,2.10753,1.2437463,-3.8423567,-0.956684,0.017928649,Category_10,Category_12,0.5675516
1.6686149,0.8411407,1.3451234,1.6986825,-3.7443283,-0.5114695,1.2709128,Category_7,Category_12,1.8490611
-2.2054844,-1.4219508,-1.1488882,-0.76013094,0.03673865,0.7238204,-0.7912462,Category_9,Category_5,-0.5653578
-1.9924772,-0.7467886,0.59452814,0.70232904,0.087932676,2.392994,-0.616166,Category_9,Category_5,-0.6476062
-1.6602347,1.9189931,1.6567256,-1.5651914,-0.020167738,0.54074717,-0.7049737,Category_7,Category_8,-2.0357246
-0.99324477,-1.748726,-0.03133388,-1.280199,-0.20742193,0.4417219,-1.7999159,Category_14,Category_4,-0.091335684
3.4168515,-0.95882237,1.5817811,0.35158515,-4.3878756,-1.1002978,0.07424332,Category_7,Category_11,1.3902409
0.37376133,-1.3163425,1.3146303,0.920008,0.6740661,0.70403963,-0.78736645,Category_9,Category_11,1.0216304
1.4409882,0.7873691,1.936007,1.9092815,-3.869951,-0.8267154,-0.079952195,Category_8,Category_11,0.580727
-3.4258037,-1.7234039,0.91051614,1.1332537,-0.78477305,2.1601844,-1.3695582,Category_9,Category_10,-0.011217659
2.80332,-2.0681,3.2195306,-0.94146764,-2.2725894,-2.109942,-1.5806011,Category_13,Category_9,0.3522859
-3.0951948,-3.2369547,0.83902276,0.6493941,-0.7671244,1.1601299,-0.81522495,Category_9,Category_11,0.20127003
3.7059586,-2.3427277,2.3406687,0.18275267,-2.1081388,-3.2843423,-0.6449605,Category_8,Category_8,0.0029952303
1.4137586,3.5781424,-0.6933321,1.778214,-0.9805329,0.93763566,-0.75285506,Category_11,Category_6,0.7571039
2.9618769,-0.89009666,2.881813,-0.89378536,-2.2687,-2.77273,-1.5634778,Category_11,Category_8,0.1116663
-2.8630414,-2.7132232,1.1522951,0.2673183,0.5659105,2.9935405,-1.9846362,Category_10,Category_11,0.33881226
3.9366386,-1.0054884,2.0870597,-0.2277028,-3.6805978,-1.3981717,-0.3039022,Category_6,Category_9,1.1465646
-0.42072305,3.399158,1.6261494,0.08939001,-1.1857041,-0.95632595,-0.1476347,Category_7,Category_9,-0.8457042
-1.8098258,0.7667222,0.75259376,-0.019901648,-0.5184396,1.9158571,0.52853,Category_10,Category_5,-0.8774815
-1.9460942,0.95317566,1.107866,-1.4863514,-0.26235157,0.44099274,-0.5765219,Category_8,Category_8,-1.7187947
1.9011143,1.0827923,1.1223216,3.3753896,-1.115682,-2.3312485,1.525228,Category_6,Category_6,-0.53561014
-0.91732544,-2.409382,-0.80144274,1.7450724,1.9206418,1.2535927,0.5367062,Category_9,Category_9,0.3866201
1.3805667,1.798688,0.37596655,3.2267866,-1.7088847,-0.975264,1.2344236,Category_6,Category_7,0.8545938
